timestamp,cash,position_value,equity
2025-04-23 20:38:43.178887,10000.0,0.0,10000.0
2024-03-26 09:48:00.000000,9477.30883,521.6911699999999,9999.0
2024-03-26 09:55:00.000000,9996.82779,0.0,9996.82779
2024-03-26 09:55:00.000000,10516.346749999999,-520.51896,9995.82779
2024-03-26 09:59:00.000000,9993.575499999999,0.0,9993.575499999999
2024-03-26 09:59:00.000000,9470.80425,521.7712499999999,9992.575499999999
2024-03-26 10:12:00.000000,9990.57296,0.0,9990.57296
2024-03-26 10:12:00.000000,10510.34167,-520.7687099999999,9989.57296
2024-03-26 10:16:00.000000,9987.50035,0.0,9987.50035
2024-03-26 10:16:00.000000,9464.65903,521.84132,9986.50035
2024-03-26 10:27:00.000000,9984.33783,0.0,9984.33783
2024-03-26 10:27:00.000000,10504.01663,-520.6788,9983.33783
2024-03-26 10:41:00.000000,9981.43557,0.0,9981.43557
2024-03-26 10:41:00.000000,9458.85451,521.5810599999999,9980.43557
2024-03-26 10:49:00.000000,9978.288555,0.0,9978.288555
2024-03-26 10:49:00.000000,10497.7226,-520.4340450000001,9977.288555
2024-03-26 10:54:00.000000,9975.03143,0.0,9975.03143
2024-03-26 10:54:00.000000,9452.340259999999,521.6911699999999,9974.03143
2024-03-26 11:07:00.000000,9972.018960099998,0.0,9972.018960099998
2024-03-26 11:07:00.000000,10491.697660199998,-520.6787000999999,9971.018960099998
2024-03-26 11:21:00.000000,9968.891375199997,0.0,9968.891375199997
2024-03-26 11:21:00.000000,9446.085090199997,521.8062849999999,9967.891375199997
2024-03-26 11:32:00.000000,9965.803850199996,0.0,9965.803850199996
2024-03-26 11:32:00.000000,10485.522610199996,-520.71876,9964.803850199996
2024-03-26 11:51:00.000000,9962.641150099997,0.0,9962.641150099997
2024-03-26 11:51:00.000000,9439.759689999997,521.8814600999999,9961.641150099997
2024-03-26 12:04:00.000000,9959.468459999996,0.0,9959.468459999996
2024-03-26 12:04:00.000000,10479.177229999996,-520.7087700000001,9958.468459999996
2024-03-26 12:30:00.000000,9956.566139999995,0.0,9956.566139999995
2024-03-26 12:30:00.000000,9433.955049999995,521.61109,9955.566139999995
2024-03-26 12:36:00.000000,9953.424059999996,0.0,9953.424059999996
2024-03-26 12:36:00.000000,10472.893069999996,-520.46901,9952.424059999996
2024-03-26 12:50:00.000000,9950.355052999996,0.0,9950.355052999996
2024-03-26 12:50:00.000000,9427.817035999995,521.538017,9949.355052999996
2024-03-26 12:53:00.000000,9947.181150999995,0.0,9947.181150999995
2024-03-26 12:53:00.000000,10466.545265999996,-520.364115,9946.181150999995
2024-03-26 13:06:00.000000,9944.034275999995,0.0,9944.034275999995
2024-03-26 13:06:00.000000,9421.523285999994,521.51099,9943.034275999995
2024-03-26 13:18:00.000000,9940.832455999995,0.0,9940.832455999995
2024-03-26 13:18:00.000000,10460.141625999995,-520.30917,9939.832455999995
2024-03-26 13:30:00.000000,9937.700705999996,0.0,9937.700705999996
2024-03-26 13:30:00.000000,9415.259785999997,521.4409199999999,9936.700705999996
2024-03-26 13:40:00.000000,9934.548975999996,0.0,9934.548975999996
2024-03-26 13:40:00.000000,10453.838165999996,-520.28919,9933.548975999996
2024-03-26 13:56:00.000000,9931.557405999996,0.0,9931.557405999996
2024-03-26 13:56:00.000000,9409.276645999997,521.28076,9930.557405999996
2024-03-26 14:13:00.000000,9928.565835999996,0.0,9928.565835999996
2024-03-26 14:13:00.000000,10447.855025999996,-520.28919,9927.565835999996
2024-03-26 14:17:00.000000,9925.429120999996,0.0,9925.429120999996
2024-03-26 14:17:00.000000,9403.003215999996,521.425905,9924.429120999996
2024-03-26 14:39:00.000000,9922.282316099996,0.0,9922.282316099996
2024-03-26 14:39:00.000000,10441.561416199997,-520.2791000999999,9921.282316099996
2024-03-26 14:53:00.000000,9919.200576199997,0.0,9919.200576199997
2024-03-26 14:53:00.000000,9396.839736199998,521.3608399999999,9918.200576199997
2024-03-26 15:03:00.000000,9916.088966199997,0.0,9916.088966199997
2024-03-26 15:03:00.000000,10435.338196199997,-520.24923,9915.088966199997
2024-03-26 15:12:00.000000,9913.112491199996,0.0,9913.112491199996
2024-03-26 15:12:00.000000,9390.886786199995,521.225705,9912.112491199996
2024-03-26 15:14:00.000000,9910.066086199995,0.0,9910.066086199995
2024-03-26 15:14:00.000000,10429.245386199995,-520.1793,9909.066086199995
2024-03-27 09:30:00.000000,9906.203866199994,0.0,9906.203866199994
2024-03-27 09:30:00.000000,9383.162346199993,522.0415199999999,9905.203866199994
2024-03-27 09:44:00.000000,9903.080906199993,0.0,9903.080906199993
2024-03-27 09:44:00.000000,10422.999466199994,-520.9185600000001,9902.080906199993
2024-03-27 09:46:00.000000,9899.917906199993,0.0,9899.917906199993
2024-03-27 09:46:00.000000,9376.836346199992,522.0815599999999,9898.917906199993
2024-03-27 09:54:00.000000,9896.345316199993,0.0,9896.345316199993
2024-03-27 09:54:00.000000,10415.854286199994,-520.50897,9895.345316199993
2024-03-27 10:16:00.000000,9894.013966199995,0.0,9894.013966199995
2024-03-27 10:16:00.000000,9372.173646199995,520.84032,9893.013966199995
2024-03-27 10:22:00.000000,9890.543756199995,0.0,9890.543756199995
2024-03-27 10:22:00.000000,10408.913866199995,-519.37011,9889.543756199995
2024-03-27 10:33:00.000000,9887.197570099996,0.0,9887.197570099996
2024-03-27 10:33:00.000000,9365.481273999996,520.7162960999999,9886.197570099996
2024-03-27 10:44:00.000000,9883.896338999995,0.0,9883.896338999995
2024-03-27 10:44:00.000000,10402.311403999995,-519.4150649999999,9882.896338999995
2024-03-27 10:58:00.000000,9880.861473999994,0.0,9880.861473999994
2024-03-27 10:58:00.000000,9359.411543999993,520.4499299999999,9879.861473999994
2024-03-27 11:05:00.000000,9877.726708999993,0.0,9877.726708999993
2024-03-27 11:05:00.000000,10396.041873999993,-519.315165,9876.726708999993
2024-03-27 11:08:00.000000,9874.581933999993,0.0,9874.581933999993
2024-03-27 11:08:00.000000,9353.121993999992,520.45994,9873.581933999993
2024-03-27 11:24:00.000000,9871.482113999991,0.0,9871.482113999991
2024-03-27 11:24:00.000000,10389.84223399999,-519.36012,9870.482113999991
2024-03-27 11:38:00.000000,9868.41732899999,0.0,9868.41732899999
2024-03-27 11:38:00.000000,9346.992423999991,520.424905,9867.41732899999
2024-03-27 11:52:00.000000,9865.292603999991,0.0,9865.292603999991
2024-03-27 11:52:00.000000,10383.592783999991,-519.3001800000001,9864.292603999991
2024-03-27 12:09:00.000000,9862.38809899999,0.0,9862.38809899999
2024-03-27 12:09:00.000000,9341.18341399999,520.2046849999999,9861.38809899999
2024-03-27 12:14:00.000000,9859.32874899999,0.0,9859.32874899999
2024-03-27 12:14:00.000000,10377.474083999989,-519.1453349999999,9858.32874899999
2024-03-27 12:18:00.000000,9856.139268999988,0.0,9856.139268999988
2024-03-27 12:18:00.000000,9334.804453999988,520.334815,9855.139268999988
2024-03-27 12:59:00.000000,9853.594044099988,0.0,9853.594044099988
2024-03-27 12:59:00.000000,10372.383634199987,-519.7895900999999,9852.594044099988
2024-03-27 13:17:00.000000,9850.663434199987,0.0,9850.663434199987
2024-03-27 13:17:00.000000,9328.943234199987,520.7202,9849.663434199987
2024-03-27 13:37:00.000000,9847.762894199986,0.0,9847.762894199986
2024-03-27 13:37:00.000000,10366.582554199986,-519.81966,9846.762894199986
2024-03-27 13:48:00.000000,9844.752244199986,0.0,9844.752244199986
2024-03-27 13:48:00.000000,9322.921934199987,520.8303099999999,9843.752244199986
2024-03-27 13:50:00.000000,9841.631704199986,0.0,9841.631704199986
2024-03-27 13:50:00.000000,10360.341474199986,-519.70977,9840.631704199986
2024-03-27 14:13:00.000000,9838.576229199985,0.0,9838.576229199985
2024-03-27 14:13:00.000000,9316.810984199985,520.7652449999999,9837.576229199985
2024-03-27 14:35:00.000000,9835.830444199984,0.0,9835.830444199984
2024-03-27 14:35:00.000000,10354.849904199984,-520.01946,9834.830444199984
2024-03-27 15:02:00.000000,9832.979554199985,0.0,9832.979554199985
2024-03-27 15:02:00.000000,9311.109204199985,520.8703499999999,9831.979554199985
2024-03-27 15:11:00.000000,9829.569224199986,0.0,9829.569224199986
2024-03-27 15:11:00.000000,10348.029244199986,-519.46002,9828.569224199986
2024-03-27 15:23:00.000000,9826.128864199987,0.0,9826.128864199987
2024-03-27 15:23:00.000000,9304.228484199988,520.9003799999999,9825.128864199987
2024-03-28 09:37:00.000000,9825.545644199989,0.0,9825.545644199989
2024-03-28 09:37:00.000000,10346.86280419999,-522.3171600000001,9824.545644199989
2024-03-28 09:38:00.000000,9822.29976419999,0.0,9822.29976419999
2024-03-28 09:38:00.000000,9297.736724199991,523.5630399999999,9821.29976419999
2024-03-28 09:39:00.000000,9819.14379419999,0.0,9819.14379419999
2024-03-28 09:39:00.000000,10340.55086419999,-522.40707,9818.14379419999
2024-03-28 09:41:00.000000,9815.857694199989,0.0,9815.857694199989
2024-03-28 09:41:00.000000,9291.164524199989,523.6931699999999,9814.857694199989
2024-03-28 09:57:00.000000,9812.921244199988,0.0,9812.921244199988
2024-03-28 09:57:00.000000,10334.677964199987,-522.75672,9811.921244199988
2024-03-28 10:02:00.000000,9809.524334199987,0.0,9809.524334199987
2024-03-28 10:02:00.000000,9284.370704199986,524.1536299999999,9808.524334199987
2024-03-28 10:09:00.000000,9806.097454199986,0.0,9806.097454199986
2024-03-28 10:09:00.000000,10327.824204199986,-522.72675,9805.097454199986
2024-03-28 10:27:00.000000,9803.111014199985,0.0,9803.111014199985
2024-03-28 10:27:00.000000,9278.397824199985,523.7131899999999,9802.111014199985
2024-03-28 10:48:00.000000,9800.174524199985,0.0,9800.174524199985
2024-03-28 10:48:00.000000,10321.951224199986,-522.7767,9799.174524199985
2024-03-28 10:51:00.000000,9797.007603999986,0.0,9797.007603999986
2024-03-28 10:51:00.000000,9272.063983799986,523.9436201999999,9796.007603999986
2024-03-28 11:03:00.000000,9793.850673799985,0.0,9793.850673799985
2024-03-28 11:03:00.000000,10315.637363799986,-522.7866899999999,9792.850673799985
2024-03-28 11:16:00.000000,9790.613863799987,0.0,9790.613863799987
2024-03-28 11:16:00.000000,9265.590363799987,524.0234999999999,9789.613863799987
2024-03-28 11:36:00.000000,9787.481948799987,0.0,9787.481948799987
2024-03-28 11:36:00.000000,10309.373533799986,-522.891585,9786.481948799987
2024-03-28 11:50:00.000000,9784.370053799987,0.0,9784.370053799987
2024-03-28 11:50:00.000000,9259.366573799987,524.00348,9783.370053799987
2024-03-28 12:02:00.000000,9781.333083799987,0.0,9781.333083799987
2024-03-28 12:02:00.000000,10303.299593799988,-522.96651,9780.333083799987
2024-03-28 12:17:00.000000,9778.381198799987,0.0,9778.381198799987
2024-03-28 12:17:00.000000,9253.462803799986,523.9183949999999,9777.381198799987
2024-03-28 12:18:00.000000,9775.214528799987,0.0,9775.214528799987
2024-03-28 12:18:00.000000,10296.966253799987,-522.751725,9774.214528799987
2024-03-28 12:29:00.000000,9771.972783799987,0.0,9771.972783799987
2024-03-28 12:29:00.000000,9246.979313799988,523.99347,9770.972783799987
2024-03-28 12:33:00.000000,9768.666103799987,0.0,9768.666103799987
2024-03-28 12:33:00.000000,10290.352893799987,-522.6867900000001,9767.666103799987
2024-03-28 12:44:00.000000,9765.634698799988,0.0,9765.634698799988
2024-03-28 12:44:00.000000,9240.916503799988,523.718195,9764.634698799988
2024-03-28 13:00:00.000000,9762.603293799988,0.0,9762.603293799988
2024-03-28 13:00:00.000000,10284.290083799988,-522.6867900000001,9761.603293799988
2024-03-28 13:05:00.000000,9759.326643799988,0.0,9759.326643799988
2024-03-28 13:05:00.000000,9234.363203799989,523.96344,9758.326643799988
2024-03-28 13:05:00.000000,9756.279763799988,0.0,9756.279763799988
